name,Target,Common name / Synonyms,Developer,Clinical domain,Clinical indication,Development status,Monoclonal Antibody (mAb),Linker,Drug/Payload,Cleavage Mechanism/MOA,Notes,References,Clinical Trials,Drug description,Species,Trade/Property Name,Development Technology,International Nonproprietary Name,INN Proposed / List and Year,INN Number,INN Recommended / List and Year,CAS,UNII (FDA),Expression system,Molecular Formula,Molecular Weight,Patents,Regulatory decisions,Origin clone species,NDC Code,Exact Mass,Additional Find Terms,Specificity target name,Molecular Formula: Description,Application,Regulatory agency status and year,Highlight of Prescribing Information,PubChem Structure,MeSH Unique ID,MeSH Heading,Monoisotopic Mass,Molecular Formula: Biological Sequence,Summary of Product Characterization
GTB-1550 | OXS-1550 | DT2219ARL,"Two targets: CD19 and CD22.  CD19 is a membrane glycoprotein present on the surface of all stages of B lymphocyte development; also expressed on most B-cell mature lymphoma cells and leukemia cells.  CD22 is a glycoprotein expressed on B-lineage lymphoid precursors, including precursor B acute lymphoblastic leukemia; Often co-expressed with CD19 on mature B-cell malignancies such as lymphoma.",GTB-1550 OXS-1550; DT2219ARL; DT-2219ARL;  DT2219  Also known as: Anti-CD19-anti-CD22-diphtheria-toxin-fusion-protein;  IND100780,GT Biopharma.  Previously known as  Oxis Biotech (Georgetown Translational Pharmaceuticals),Oncology,Advanced B-cell lymphoid malignancies.  Leukemia; Lymphoma  ,Phase I/II,"GTB-1550 | OXS-1550 targets cancer cells expressing the CD19 receptor or CD22 receptor or both receptors.  When OXS-1550 binds to cancer cells, the cancer cells internalize OXS-1550 and are killed due to the action of drug's cytotoxic payload. ",,A modified form of diphtheria toxin ,,GTB-1550 | OXS-1550 has demonstrated success in early human clinical trials in patients with relapsed/refractory B-cell lymphoma or leukemia.,,,This investigational agent is a bispecific scFv recombinant fusion protein-drug conjugate composed of the variable regions of the heavy and light chains of anti-CD19 and anti-CD22 antibodies and a modified form of diphtheria toxin as its cytotoxic drug payload. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemtuzumab ozogamicin | Mylotarg®,"CD33 (sialic acid binding Ig-like lectin 3, SIGLEC3, SIGLEC-3, gp67, p67)","CDP-771, CMA-676, WAY-CMA-676, hP67.6-calicheamicin",Pfizer (Wyeth),Oncology,Relapsed AML (Acute myeloid leukemia) | CD33 positive,"Witdrawn (2010) | Re-approved September 1, 2017 ",IgG4 - kappa,"Covalent linkage (condensation) of a bifunctional linker, 4-(4-acetylphenoxy)butanoic acid (AcBut linker)","Calicheamicin (N-acetyl-γ calicheamicin 1,2-dimethyl hydrazine dichloride)",Acid-labile AcBut hydrazone linker is cleaved in the acid environment of lysosome.,,,,https://adcreview.com/gemtuzumab-ozogamicin-mylotarg/,Humanized,Mylotarg®,,Gemtuzumab ozogamicin,83 | 2000  and 115 | 2016,8024 | 10315,45 | 2001  and  77 | 2017,220578-59-6,UNII-8GZG754X6M | UNII-93NS566KF7,NS0 mouse myeloma cells,,151500.0 Da (range),https://adc.expert/2XwcuBp,"EMEA/37537/2008 (refusal of the marketing authorisation April 14, 2008); BLA 761060 (FDA)",Mus musculus,,,,,,,"FDA withdrawal by Pfizer based on concerns about the product's safety and absence of clinical benefit in clinical trials (June 01, 2010);   FDA approval May 17, 2000 |   FDA approval September 01, 2017",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761060lbl.pdf,,,,,,
Glembatumumab vedotin | CDX-011,"GPNMB (glycoprotein transmembrane NMB, hematopoeitic growth factor inducible neurokinin-1 type, HGFIN) extracellular domain",CDX-011 (DOX); CR011 CR011-vcMMAE,"Celldex Therapeutics, Inc.",Oncology,Breast cancer (TNBC) Advanced or metastatic melanoma,Phase I Phase II Phase III (Breast Cancer); Phase II (Unresectable Melanoma at stage III or IV),IgG2 - kappa,A cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker.  ,Monomethyl Auristatin E (MMAE)  On an average of 5 cysteinyl,Tubulin polymerase inhibitor ,,,http://adc.expert/1vNbXwm,https://www.adcreview.com/glembatumumab-vedotin-cdx-011-drug-description/,Homo sapiens,,Abgenix's XenoMouse®,Glembatumumab vedotin ,102 | 2009 and 113 | 2015,9199 | 10123,64 | 2010 and 75 | 2016,1182215-65-1,UNII-1568H6A58U,CHO (Chinese Hamster Ovary) cells,,,,,,,,,,,,,,,,,,,
HDP-101; Anti-CD269-ADC;  Anti-CD269-amanitin-ADC,CD269; also known as B cell maturation antigen (BCMA); a member of the TNF-receptor superfamily that is preferentially expressed in mature B lymphocytes. CD269 promotes B cell survival and plays a role in the regulation of humoral immunity.,"anti-BCMA-ADC; Anti-CD269-amanitin-ADC; Anti-CD269-ADC; Anti-BCMA antibody-drug conjugate; HDP-101, Anti-BCMA-ATAC",Heidelberg Pharma,Oncology; Hematology,Multiple Myeloma (MM); Non Hodgkin Lymphoma (B-cell),Preclinical,anti-CD269 mAb,Cleavable linker ,Amanitin (amatoxin family); a small bicyclic peptide naturally occurring in the death cap mushroom.,"Inhibition mRNA transcription by binding to RNA polymerase II, a mechanism that is crucial for the survival of eukaryotic cells. Amanitin-binding leads to apoptosis of dividing cells and slows cell growth.",,"Singh RK, Jones RJ, Shirazi F, et al.  HDP-101, a Novel BCMA-targeted Antibody Conjugated to α-Amanitin, is Active against Myeloma with Preferential Efficacy against Pre-clinical Models of Deletion 17p DOI:https://doi.org/10.1016/j.clml.2019.09.253",,,,,Antigen-Targeted Amanitin-Conjugates (ATACs) ,,,,,,,,,,,,,,,,,,,,,,,,,,
HKT288 (CDH6-ADC),Tumor-associated antigen (TAA) CDH6 (CDH-6); Cadherin-6 (cell-cell adhesion molecule).,CDH6-ADC; HKT288; HKT-288; Maytansine-based ADC HKT-288;,Novartis and ImmunoGen,Oncology,Advanced Solid Tumors; Epithelial Ovarian cancer; Renal Cell Carcinoma (RCC),Phase I,Anti-CDH6 IgG1,sulfo-SPDB (N-succinimidyl-4-(2-pyridyldithio)-2-sulfo butanoate),Tubulin-binding maytansinoid DM4 payload. (N2'-Deacetyl-N2'-(4-mercapto-4- methyl-1-oxopentyl)maytansine),"Alkylating agents; DNA cross linking agent;  Following internalization, the maytansine DM4 moiety binds to tubulin, which disrupts microtubule assembly/disassembly dynamics and inhibits both division and proliferation of CDH6-expressing tumor cells.",,,,,Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI-1066 | SHR-A1403,"c-Met; a tyrosine-protein kinase Met or hepatocyte growth factor receptor (HGFR), a receptor tyrosine kinase (RTK) that is important in tumor growth, metastasis, and angiogenesis of many human malignancies.",HTI-1066 SHR-A1403,Jiangsu Hengrui Medicine Co. ,Oncology,"Solid tumors:  - Liver cancer - Stomach cancer - Colorectal cancer,  - Lung cancer - Breast cancers.","Phase I  A 2-partphase I dose escalation and dose expansion study. Dose escalation uses a modified ""3+3"" design and continues until a maximum tolerated dose (MTD) or recommended phase 2 dose (RP2D) is identified. In part 2, subjects with selected tumor types will be enrolled at the MTD or RP2D. (update: January 2018)",Anti-c-Met antibody,,Undisclosed proprietary payload ,,,,Safety and Tolerability of HTI-1066 in Subjects With Advanced Solid Tumors - NCT03398720 https://clinicaltrials.gov/ct2/show/NCT03398720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI-1511,Epidermal Growth Factor Receptor (EGFR),HTI-1511 ,Halozyme ,Oncology,"Colon Cancer; Solid tumors; Lung Cancer; Cholangiocarcinoma; EGFR-positive tumors, including those with KRAS and BRAF mutations",Preclinical; Pre-IND;,,Bis-alkylating linker (site specific ThioBridge™ linker technology).,Monomethyl Auristatin E (MMAE),,,,Various pre-clinical / investigational new drug candidate (Pre-IND) and IND-enabling trials.,"HTI-1511 id developed to treat EGFR-positive tumors, including those with KRAS and BRAF mutations.  https://adcreview.com/hti-1511-drug-description/",,,"Halozyme's HTI-1511 ADC incudes Abzena's proprtary, site-specific, ThioBridge™ linker technology.  The linker technology allows for the development of novel  more homogeneous (generally DAR > 4) ADCs. The technology uses bis-sulfone reagents selective for cysteine sulfur atoms from a native disulfide bond. Antibody interchain disulfides are selectively reduced, and the reagent undergoes bis-alkylation to conjugate both thiols derived from the two cysteine residues of the reduced disulfides. This results in covalent rebridging of the disulfide bond by means of a three carbon bridge, leaving the protein structurally intact. The active cytotoxic agent is attached to the bis-alkylating linker through a polyethylene glycol (PEG) chain to produce the reagent (Thiobridge technology) for conjugation. ",,,,,,,,,,,,,,,,,,,,,,,,,,
Hertuzumab Vedotin,Human epidermal growth factor receptor-2 (HER2),Hertuzumab-vcMMAE,"Rongchang Pharmaceuticals / MabPlex (Yantai, China).",Oncology,Breast Cancer and HER2 positive human gastric cancer,Phase I and Phase II,Hertuzumab,MC-Val-Cit-PAB ,monomethyl auristatin E (MMAE),,"In xenograft tumor models, hertuzumab-vc-MMAE showed a more potent anti-tumor activity than T-DM1, a FDA-approved ADC drug. More importantly, this novel ADC drug also showed superior anti-tumor activity than T-DM1 in trastuzumab- and lapatinib-resistant xenograft tumor models, suggesting its potential as an improved therapy for HER2-positive breast cancers.","Yao X, Jiang J, Wang X, Huang C, Li D, Xie K, Xu Q, Li H, Li Z, Lou L, Fang J.  A novel humanized anti-HER2 antibody conjugated with MMAE exerts potent anti-tumor activity. Breast Cancer Research and Treatment 2015, 153 (1): 123-33",,Hertuzumab-vc-MMAE,,,Covalent Thiol Conjugation Technology,Hertuzumab Vedotin,,,,,,,,,,,,,,,,,,,,,,,,,
HuMAB-5B1-ATAC,Unknown,HuMAB-5B1-ATAC,Wilex/Heidelberg Pharma in collaboration with MabVax,Oncology,Metastatic pancreatic cancer,Discovery; Early Preclinical,,,Amanitin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGN523,CD98 (gp125),IGN523,Igenica Biotherapeutics,Oncology,Acute Myelogenous Leukemia (AML)/Acute Myeloid Leukemia(AML),,,,,"antibody-dependent cell-mediated cytotoxicity (ADCC), inhibition of CD98 function and induction of apoptosis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGN786,SAIL; Surface Antigen In Leukemia | c15orf54,IGN786 ,Igenica Biotherapeutics,Oncology Hematology,"follicular lymphoma, diffuse large B-cell lymphoma (DLBCL); Acute myeloid leukemia (AML); Chronic lymphocytic leukemia (CLL); Multiple myeloma; Pancreatic cancer.",Preclinical,anti-SAIL,A maleimidocaproyl (mc) linker,Monomethyl auristatin F (MMAF),,,,,"Following internalization, anti-SAIL antibody–drug conjugates exhibited subnanomolar IC50 values against AML cell lines in vitro. In pharmacology studies employing AML cell line xenografts, anti-SAIL ADCs resulted in significant tumor growth inhibition.",,,Igenica's proprietary ADC development technology.,,,,,,,,,,,,,,,,,,,,,,,,,,
IKS01,,IKS01,Iksuda Therapeutics (formerly known as Glythera),Oncology,Solid Tumors,Pre-clinical,,,Femtogenix's sequence-selective DNA-interactive payload molecule,,,,,,,,"PermaLink® conjugation platform, a cysteine-specific, highly stable and scalable vinyl pyridine-based chemistry.",,,,,,,,,,,,,,,,,,,,,,,,,,
IKS02,,IKS02,Iksuda Therapeutics (formerly known as Glythera),Oncology,Solid Tumors,Research / Discovery,,,Femtogenix's sequence-selective DNA-interactive payload molecule,,,,,,,,"PermaLink® conjugation platform, a cysteine-specific, highly stable and scalable vinyl pyridine-based chemistry.",,,,,,,,,,,,,,,,,,,,,,,,,,
IKS03,,IKS03,Iksuda Therapeutics (formerly known as Glythera),Oncology,Solid Tumors,Research / Discovery,,,Femtogenix's sequence-selective DNA-interactive payload molecule,,,,,,,,"PermaLink® conjugation platform, a cysteine-specific, highly stable and scalable vinyl pyridine-based chemistry.",,,,,,,,,,,,,,,,,,,,,,,,,,
IKS04,,IKS04,Iksuda Therapeutics (formerly known as Glythera),Oncology,Solid Tumors,Research / Discovery,,,Femtogenix's sequence-selective DNA-interactive payload molecule,,,,,,,,"PermaLink® conjugation platform, a cysteine-specific, highly stable and scalable vinyl pyridine-based chemistry.",,,,,,,,,,,,,,,,,,,,,,,,,,
IMAB027-vcMMAE,"CLDN6-positive tumors. The transmembrane protein claudin (-CLDN) family play a key role in the maintenance of epithelial and endothelial tight junctions, and possibly as well as cellular signal transduction plays a role in maintaining the cytoskeleton. CLDN6 expressed in a number of different human cancer cells, while expression in normal tissues is limited to the placenta.",IMAB027-vcMMAE,Ganymed Pharmaceuticals | Astellas,Oncology | Hematology,Ovarian Cancer,Early development | Preclinical,IMAB027,"Lysosomally cleavable dipeptide, valine-citrulline (vc)","Monomethyl auristatin E (MMAE, vedotin) ",,IMAB027-VCMMAE offers a very effective destruction of the target cells by activating bystander cell killing of heterologous expression of human CLDN6 xenograft tumors.,"AACR 2018 | Türeci  Ö, Kreuzberg M, Walter K, Wöll S, Schmitt R, Yamada T, Nakajo I, et al. Preclinical characterization of the safety and antitumor activity of IMAB027-vcMMAE, an anticlaudin 6 antibody-drug conjugate (1778 / 16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAB362-vcMMAE,CLDN18.2; Tight junction protein Claudin 18.2,IMAB362-vcMMAE,Astellas (Ganymed Pharmaceuticals),Oncology,Pancreatic Cancer; Gastric Cancer,Preclinical,,Valine–citrulline linker,Monomethyl auristatin E (MMAE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMB-201,Undisclosed intracellular tumor antigens. ,IMB-201,ImmunoBiochem,Oncology,Solid Tumors,Preclinical,,Stable (non-cleavable) linker,,,,,,,Fully-human,,ImmunoBiochem's proprietary technology that enables the development of antibody-drug conjugates (ADCs) targeted at intracellular tumor antigens. ,,,,,,,,,,,,,,,,,,,,,,,,,,
IMB-202,Undisclosed intracellular tumor antigens,IMB-202,ImmunoBiochem,Oncology,Solid Tumors,Preclinical,,Cleavable linker,,,,,,,Fully-human,,ImmunoBiochem's proprietary technology that enables the development of antibody-drug conjugates (ADCs) targeted at intracellular tumor antigens. ,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN 289,EGFRviii,,ImmungoGen,,Solid Tumors,,,,DM1,Tubulin depolymerization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN 779 | IMGN779,"CD33 (Siglec-3 (sialic acid binding Ig-like lectin 3, SIGLEC3, SIGLEC-3, gp67, p67) is a transmembrane receptor expressed on cells of myeloid lineage",IMGN 779 | IMGN779 ,"ImmunoGen, Inc.",Oncology,Acute Myeloid Leukemia (AML) With FLT3-ITD Mutations,Phase I,Z4681A,Disulfide linker / Sulfo-SPDB,DGN462 (DNA-alkylating agent consisting of an indolino-benzodiazepine dimer containing a mono-imine moiety),DNA-alkylating agent ,,,NCT02674763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN-242,CanAg,,ImmunoGen,,Gastric (stomach) cancers,,,,maytansinoid DM4,Tubulin depolymerization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN-388,alpha-V (?v) integrin,IMGN388; IMGN-388; CNTO 365;  CNTO 95-DM4,ImmunoGen,Oncology,Solid tumors/endothelial cells,This program is discontinued,,,DM4,Tubulin depolymerization | Angiogenesis inhibitors; Apoptosis stimulants; Mitosis inhibitors ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN-633 (AVE9633),"CD33, Siglec-3 (sialic acid binding Ig-like lectin 3, SIGLEC3, SIGLEC-3, gp67, p67) a transmembrane receptor expressed on cells of myeloid lineage.",IMGN-633; AVE9633,ImmunoGen,Oncology,Acute myeloid leukemia (AML),This program has been discontinued (May 2009),"Humanized mAb, anti-CD33 antigen",A disulfide bond ,DM4 (N2′- Deacetyl-N2′-(4-mercapto-4-methyl-1-oxopentyl)-maytansine),Tubulin depolymerization,"According to Lapusan S., et al. (2012 Invest. New Drugs), this agent does not show clinical activity at doses higher than saturating doses.",,,,Humanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGN632 | IMGN 632,CD123 | The alpha-chain of the interleukin-3 receptor (IL-3RA or CD123) are frequently observed in some leukemic disorders and may contribute to the proliferative advantage of leukemic cells.,,ImmunoGen,Oncology,Refractory/relapsed acute myeloid leukemia (AML) ,Phase I,A humanized anti-CD123 antibody G4723A,"Peptide, stable in circulation, cleaved intracellularly","DNA mono-alkylating payload of the indolinobenzodiazepine pseudodimer (IGN) class of cytotoxic compounds.  Site-specific, via engineered cysteines  2 payload molecules are attached per antibody  The payload alkylates DNA without cross-linking",,,,,"Highly potent in cell lines of hematopoietic malignancies,  particularly leukemia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMU-140 (anti-HLA-DR-SN-38 ADC),"HLA-DR. This target is a member of the MHC class II antigen family expressed on hematologic and solid tumors. Antibodies directed against HLA-DR have demonstrated some clinical success, but toxicities limited development.",,Immunomedics,Oncology / Hematology,Acute lymphocytic leukemia (ALL); Chronic lymphocytic leukemia (CLL); Multiple myeloma (MM);  Acute myeloid leukemia (AML); Diffuse large B-cell lymphoma (DLBCL);  Hodgkin lymphoma (HL);  Melanoma,,Humanized anti-HLA-DR IgG4 antibody (IMMU-114),,"Active metabolite of irinotecan, SN-38",,,https://adcreview.com/news/new-patents-awarded-immunomedics-antibody-drug-conjugates-development-program/,,"IMMU-140 is an anti-HLA-DR antibody-drug conjugate composed of the active metabolite of irinotecan, SN-38, conjugated to a humanized anti-HLA-DR IgG4 antibody (IMMU-114)",Humanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPH43,"MICA/B, a highly polymorphic ligand of the NK cell activating receptor NKG2D",IPH43,Innate Pharma in collaboration with AstraZeneca ,Oncology / Hematology,,IPH43 is currently in IND-enabling studies,,,Pyrrolobenzodiazepine dimers (PBDs),,,,,"IPH43 is  2-stepssite-specific conjugated based on Bacterial transglutaminase and click chemistry to conjugate pyrrolobenzodiazepine  dimers (PBDs) to the  glutamine  at position 295  of   a glycosylated anti-MICA  antibody,  yielding   to homogeneous  ADC with  a Drug  Antibody  Ratio  DAR  close to 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibritumomab tiuxetan,"MS4A1 (membrane-spanning 4-domains subfamily A member 1, CD20)",In-111 Zevalin Y-90 Zevalin,Biogen Schering AG  Spectrum Pharmaceuticals,Oncology,Non-Hodgkin's lymphoma (NHL),Phase M,,,"Conjugated with chelator tiuxetan  radiolabelled with Yttrium-90, Y-90 (Therapeutic) and Indium-111, In-111 (Diagnostic) ",,,,,,Mus musculus,ZEVALIN®,,Ibritumomab tiuxetan,81 | 1999,7873,43 | 2000,,,CHO (Chinese Hamster Ovary) cells,,570.5968,,"FDA approval February 19, 2002",Mus musculus,,,,,,,,,,,,,,
Iladatuzumab vedotin | DCDS0780A | RO7032005,CD79B (immunoglobulin-associated CD79 beta),DCDS0780A DCDS 0780A RO7032005,Genentech F. Hoffmann-La Roche,Oncology Hematology,Non-Hodgkin's lymphoma (NHL),"Phase I  A phase I/Ib open-label, multicenter,  study to evaluate the safety, tolerability, and pharmacokinetics of increasing doses of Iladatuzumab vedotin in participants with relapsed or refractory B-cell non-Hodgkin's lymphoma. In the combination portion of the study, the safety and tolerability of Iladatuzumab vedotin was assessed in combination with rituximab or obinutuzumab. (update August 2019)","IgG1 - kappa Anti-[Homo sapiens CD79B (immunoglobulin-associated CD79 beta)], humanized monoclonal antibody",A cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker. ,Monomethyl auristatin E (MMAE)  On an average of 2 cysteinyl. ,Anti-CD79b Thiomab ADC,,,A Study of Escalating Doses of DCDS0780A in Participants With Relapsed or Refractory B-Cell Non-Hodgkin's Lymphoma - NCT02453087 https://clinicaltrials.gov/ct2/show/NCT02453087,"Iladatuzumab vedotin, also known as DCDS0780A, is an investigational ADC for the potential treatment of B-cell non-Hodgkin's lymphoma.",Humanized (VH 76.5%) (VL 85.9%),,,Iladatuzumab vedotin,117 | 2017,10647,2017,1906205-77-3,963PQ6XP8X,CHO (Chinese Hamster Ovary) cells,,,,,,,,,,,,,,,,,,,
